BetaP_SE_0, BetaP_SE_1, rho_0,gamma_ei,gamma_ir,S0_0, E0_0, I0_0, R0_0, S_0_0, E_0_0, I_0_0, R_0_0, S_star_0_0, E_star_0_0, I_star_0_0, R_star_0_0, P_SE_0_0, S_0_1, E_0_1, I_0_1, R_0_1, S_star_0_1, E_star_0_1, I_star_0_1, R_star_0_1, P_SE_0_1, S_0_2, E_0_2, I_0_2, R_0_2, S_star_0_2, E_star_0_2, I_star_0_2, R_star_0_2, P_SE_0_2, S_0_3, E_0_3, I_0_3, R_0_3, S_star_0_3, E_star_0_3, I_star_0_3, R_star_0_3, P_SE_0_3, S_0_4, E_0_4, I_0_4, R_0_4, S_star_0_4, E_star_0_4, I_star_0_4, R_star_0_4, P_SE_0_4, S_0_5, E_0_5, I_0_5, R_0_5, S_star_0_5, E_star_0_5, I_star_0_5, R_star_0_5, P_SE_0_5, S_0_6, E_0_6, I_0_6, R_0_6, S_star_0_6, E_star_0_6, I_star_0_6, R_star_0_6, P_SE_0_6, S_0_7, E_0_7, I_0_7, R_0_7, S_star_0_7, E_star_0_7, I_star_0_7, R_star_0_7, P_SE_0_7, S_0_8, E_0_8, I_0_8, R_0_8, S_star_0_8, E_star_0_8, I_star_0_8, R_star_0_8, P_SE_0_8, S_0_9, E_0_9, I_0_9, R_0_9, S_star_0_9, E_star_0_9, I_star_0_9, R_star_0_9, P_SE_0_9, S_0_10, E_0_10, I_0_10, R_0_10, S_star_0_10, E_star_0_10, I_star_0_10, R_star_0_10, P_SE_0_10, S_0_11, E_0_11, I_0_11, R_0_11, S_star_0_11, E_star_0_11, I_star_0_11, R_star_0_11, P_SE_0_11, S_0_12, E_0_12, I_0_12, R_0_12, S_star_0_12, E_star_0_12, I_star_0_12, R_star_0_12, P_SE_0_12, S_0_13, E_0_13, I_0_13, R_0_13, S_star_0_13, E_star_0_13, I_star_0_13, R_star_0_13, P_SE_0_13, S_0_14, E_0_14, I_0_14, R_0_14, S_star_0_14, E_star_0_14, I_star_0_14, R_star_0_14, P_SE_0_14, S_0_15, E_0_15, I_0_15, R_0_15, S_star_0_15, E_star_0_15, I_star_0_15, R_star_0_15, P_SE_0_15, S_0_16, E_0_16, I_0_16, R_0_16, S_star_0_16, E_star_0_16, I_star_0_16, R_star_0_16, P_SE_0_16, S_0_17, E_0_17, I_0_17, R_0_17, S_star_0_17, E_star_0_17, I_star_0_17, R_star_0_17, P_SE_0_17, S_0_18, E_0_18, I_0_18, R_0_18, S_star_0_18, E_star_0_18, I_star_0_18, R_star_0_18, P_SE_0_18, S_0_19, E_0_19, I_0_19, R_0_19, S_star_0_19, E_star_0_19, I_star_0_19, R_star_0_19, P_SE_0_19, S_0_20, E_0_20, I_0_20, R_0_20, S_star_0_20, E_star_0_20, I_star_0_20, R_star_0_20, P_SE_0_20, S_0_21, E_0_21, I_0_21, R_0_21, S_star_0_21, E_star_0_21, I_star_0_21, R_star_0_21, P_SE_0_21, S_0_22, E_0_22, I_0_22, R_0_22, S_star_0_22, E_star_0_22, I_star_0_22, R_star_0_22, P_SE_0_22, S_0_23, E_0_23, I_0_23, R_0_23, S_star_0_23, E_star_0_23, I_star_0_23, R_star_0_23, P_SE_0_23, S_0_24, E_0_24, I_0_24, R_0_24, S_star_0_24, E_star_0_24, I_star_0_24, R_star_0_24, P_SE_0_24, S_0_25, E_0_25, I_0_25, R_0_25, S_star_0_25, E_star_0_25, I_star_0_25, R_star_0_25, P_SE_0_25, S_0_26, E_0_26, I_0_26, R_0_26, S_star_0_26, E_star_0_26, I_star_0_26, R_star_0_26, P_SE_0_26, Iteration,Time
-1.77631,-0.125564,0.683158,0.176335,0.176171,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0664516, 29, 1, 1, 1, 0, 1, 1, 1, 0.0363489, 28, 1, 1, 2, 0, 3, 1, 1, 0.0105231, 25, 3, 1, 3, 0, 1, 3, 1, 0.015743, 24, 1, 3, 4, 0, 0, 0, 0, 0.015743, 24, 1, 3, 4, 0, 1, 0, 2, 0.0659195, 23, 2, 1, 6, 0, 0, 1, 0, 0.0318291, 23, 1, 2, 6, 0, 1, 0, 1, 0.0346613, 22, 2, 1, 7, 0, 1, 1, 1, 0.0115441, 21, 2, 1, 8, 0, 1, 2, 1, 0.013098, 20, 1, 2, 9, 0, 0, 1, 1, 0.0515196, 20, 0, 2, 10, 0, 1, 0, 1, 0.0312382, 19, 1, 1, 11, 0, 0, 0, 1, 0.00605761, 19, 1, 0, 12, 0, 0, 1, 0, 0.00783528, 19, 0, 1, 12, 0, 0, 0, 0, 0.00840039, 19, 0, 1, 12, 0, 0, 0, 1, 0.00918009, 19, 0, 0, 13, 0, 0, 0, 0, 0.00277133, 19, 0, 0, 13, 0, 0, 0, 0, 0.00549565, 19, 0, 0, 13, 0, 0, 0, 0, 0.00221407, 19, 0, 0, 13, 0, 0, 0, 0, 0.00589793, 19, 0, 0, 13, 0, 0, 0, 0, 0.00371553, 19, 0, 0, 13, 0, 0, 0, 0, 0.00072361, 19, 0, 0, 13, 0, 0, 0, 0, 9.57636e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0.000278316, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 103000,48
-1.82518,-0.244075,0.547476,0.260536,0.188669,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0633851, 29, 1, 1, 1, 0, 1, 1, 1, 0.0346457, 28, 1, 1, 2, 0, 3, 1, 1, 0.0100237, 25, 3, 1, 3, 0, 1, 3, 1, 0.0149979, 24, 1, 3, 4, 0, 0, 0, 0, 0.0149979, 24, 1, 3, 4, 0, 1, 0, 2, 0.0620399, 23, 2, 1, 6, 0, 0, 1, 0, 0.0292518, 23, 1, 2, 6, 0, 1, 0, 1, 0.0323883, 22, 2, 1, 7, 0, 1, 1, 1, 0.0108035, 21, 2, 1, 8, 0, 1, 2, 1, 0.0119904, 20, 1, 2, 9, 0, 0, 1, 1, 0.049124, 20, 0, 2, 10, 0, 1, 0, 1, 0.0297708, 19, 1, 1, 11, 0, 0, 0, 1, 0.00562162, 19, 1, 0, 12, 0, 0, 1, 0, 0.00598522, 19, 0, 1, 12, 0, 0, 0, 0, 0.00741085, 19, 0, 1, 12, 0, 0, 0, 1, 0.00800654, 19, 0, 0, 13, 0, 0, 0, 0, 0.00187947, 19, 0, 0, 13, 0, 0, 0, 0, 0.002943, 19, 0, 0, 13, 0, 0, 0, 0, 0.00105242, 19, 0, 0, 13, 0, 0, 0, 0, 0.00155257, 19, 0, 0, 13, 0, 0, 0, 0, 0.000540471, 19, 0, 0, 13, 0, 0, 0, 0, 5.81255e-05, 19, 0, 0, 13, 0, 0, 0, 0, 6.83075e-06, 19, 0, 0, 13, 0, 0, 0, 0, 8.66093e-06, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 104000,48
-1.87937,-0.255965,0.739975,0.251876,0.227695,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0601439, 29, 1, 1, 1, 0, 1, 1, 1, 0.0328484, 28, 1, 1, 2, 0, 3, 1, 1, 0.00949747, 25, 3, 1, 3, 0, 1, 3, 1, 0.0142123, 24, 1, 3, 4, 0, 0, 0, 0, 0.0142123, 24, 1, 3, 4, 0, 1, 0, 2, 0.0599937, 23, 2, 1, 6, 0, 0, 1, 0, 0.0291872, 23, 1, 2, 6, 0, 1, 0, 2, 0.0315779, 22, 2, 0, 8, 0, 1, 1, 0, 0.00100827, 21, 2, 1, 8, 0, 1, 2, 1, 0.0120161, 20, 1, 2, 9, 0, 0, 1, 1, 0.0465938, 20, 0, 2, 10, 0, 1, 0, 1, 0.0282226, 19, 1, 1, 11, 0, 0, 0, 1, 0.00552471, 19, 1, 0, 12, 0, 0, 1, 0, 0.0076565, 19, 0, 1, 12, 0, 0, 0, 0, 0.00781511, 19, 0, 1, 12, 0, 0, 0, 1, 0.00857741, 19, 0, 0, 13, 0, 0, 0, 0, 0.00237726, 19, 0, 0, 13, 0, 0, 0, 0, 0.00363465, 19, 0, 0, 13, 0, 0, 0, 0, 0.00128469, 19, 0, 0, 13, 0, 0, 0, 0, 0.00178582, 19, 0, 0, 13, 0, 0, 0, 0, 0.000585841, 19, 0, 0, 13, 0, 0, 0, 0, 5.93695e-05, 19, 0, 0, 13, 0, 0, 0, 0, 6.89449e-06, 19, 0, 0, 13, 0, 0, 0, 0, 8.04358e-06, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 105000,49
-1.82743,-0.219594,0.879173,0.257763,0.195845,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0632472, 29, 1, 1, 1, 0, 1, 1, 1, 0.0345692, 28, 1, 1, 2, 0, 3, 1, 1, 0.0100013, 25, 3, 1, 3, 0, 1, 3, 1, 0.0149644, 24, 1, 3, 4, 0, 0, 0, 0, 0.0149644, 24, 1, 3, 4, 0, 1, 0, 2, 0.0639451, 23, 2, 1, 6, 0, 0, 1, 0, 0.0318257, 23, 1, 2, 6, 0, 1, 0, 2, 0.0338956, 22, 2, 0, 8, 0, 1, 1, 0, 0.00126165, 21, 2, 1, 8, 0, 1, 2, 1, 0.0131506, 20, 1, 2, 9, 0, 0, 1, 1, 0.0490163, 20, 0, 2, 10, 0, 1, 0, 1, 0.0297049, 19, 1, 1, 11, 0, 0, 0, 0, 0.00596981, 19, 1, 1, 11, 0, 0, 1, 0, 0.0292846, 19, 0, 2, 11, 0, 0, 0, 0, 0.013803, 19, 0, 2, 11, 0, 0, 0, 2, 0.0147511, 19, 0, 0, 13, 0, 0, 0, 0, 0.00308415, 19, 0, 0, 13, 0, 0, 0, 0, 0.00506937, 19, 0, 0, 13, 0, 0, 0, 0, 0.00185897, 19, 0, 0, 13, 0, 0, 0, 0, 0.00309834, 19, 0, 0, 13, 0, 0, 0, 0, 0.00121955, 19, 0, 0, 13, 0, 0, 0, 0, 0.000148279, 19, 0, 0, 13, 0, 0, 0, 0, 1.78579e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.68748e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 106000,49
-1.74658,-0.186818,0.954017,0.24012,0.19611,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0683868, 29, 1, 1, 1, 0, 1, 1, 1, 0.037425, 28, 1, 1, 2, 0, 3, 1, 1, 0.0108389, 25, 3, 1, 3, 0, 1, 3, 1, 0.0162142, 24, 1, 3, 4, 0, 0, 0, 0, 0.0162142, 24, 1, 3, 4, 0, 1, 0, 2, 0.0696351, 23, 2, 1, 6, 0, 0, 1, 0, 0.0351017, 23, 1, 2, 6, 0, 1, 0, 2, 0.0370817, 22, 2, 0, 8, 0, 1, 1, 0, 0.00148418, 21, 2, 1, 8, 0, 1, 2, 1, 0.0145399, 20, 1, 2, 9, 0, 0, 1, 1, 0.0530325, 20, 0, 2, 10, 0, 1, 0, 1, 0.0321656, 19, 1, 1, 11, 0, 0, 0, 0, 0.00655908, 19, 1, 1, 11, 0, 0, 1, 0, 0.0325704, 19, 0, 2, 11, 0, 0, 0, 0, 0.0153063, 19, 0, 2, 11, 0, 0, 0, 2, 0.01642, 19, 0, 0, 13, 0, 0, 0, 0, 0.00374818, 19, 0, 0, 13, 0, 0, 0, 0, 0.00657542, 19, 0, 0, 13, 0, 0, 0, 0, 0.00249268, 19, 0, 0, 13, 0, 0, 0, 0, 0.00489152, 19, 0, 0, 13, 0, 0, 0, 0, 0.00226907, 19, 0, 0, 13, 0, 0, 0, 0, 0.000325155, 19, 0, 0, 13, 0, 0, 0, 0, 4.04678e-05, 19, 0, 0, 13, 0, 0, 0, 0, 7.66057e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 107000,50
-1.90285,-0.142783,0.477285,0.239681,0.167397,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0587903, 29, 1, 1, 1, 0, 1, 1, 1, 0.0320985, 28, 1, 1, 2, 0, 3, 1, 1, 0.00927812, 25, 3, 1, 3, 0, 1, 3, 1, 0.0138848, 24, 1, 3, 4, 0, 0, 0, 0, 0.0138848, 24, 1, 3, 4, 0, 1, 0, 2, 0.0571367, 23, 2, 1, 6, 0, 0, 1, 0, 0.0265759, 23, 1, 2, 6, 0, 1, 0, 2, 0.0296936, 22, 2, 0, 8, 0, 1, 1, 0, 0.000635366, 21, 2, 1, 8, 0, 1, 2, 1, 0.010866, 20, 1, 2, 9, 0, 0, 1, 1, 0.0455377, 20, 0, 2, 10, 0, 1, 0, 1, 0.0275769, 19, 1, 1, 11, 0, 0, 0, 0, 0.00513174, 19, 1, 1, 11, 0, 0, 1, 0, 0.0232116, 19, 0, 2, 11, 0, 0, 0, 0, 0.0111953, 19, 0, 2, 11, 0, 0, 0, 2, 0.011674, 19, 0, 0, 13, 0, 0, 0, 0, 0.00167783, 19, 0, 0, 13, 0, 0, 0, 0, 0.00321649, 19, 0, 0, 13, 0, 0, 0, 0, 0.00127287, 19, 0, 0, 13, 0, 0, 0, 0, 0.00311389, 19, 0, 0, 13, 0, 0, 0, 0, 0.00179905, 19, 0, 0, 13, 0, 0, 0, 0, 0.000321223, 19, 0, 0, 13, 0, 0, 0, 0, 4.17781e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0.000107638, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 108000,50
-1.83211,-0.192657,0.923865,0.226941,0.251882,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0629612, 29, 1, 1, 1, 0, 1, 1, 1, 0.0344105, 28, 1, 1, 2, 0, 3, 1, 1, 0.00995483, 25, 3, 1, 3, 0, 1, 3, 1, 0.014895, 24, 1, 3, 4, 0, 0, 0, 0, 0.014895, 24, 1, 3, 4, 0, 1, 0, 1, 0.0639295, 23, 2, 2, 5, 0, 0, 1, 1, 0.0559431, 23, 1, 2, 6, 0, 1, 0, 2, 0.0339516, 22, 2, 0, 8, 0, 1, 1, 0, 0.00131956, 21, 2, 1, 8, 0, 1, 2, 1, 0.0132487, 20, 1, 2, 9, 0, 0, 1, 1, 0.048793, 20, 0, 2, 10, 0, 1, 0, 1, 0.0295682, 19, 1, 1, 11, 0, 0, 0, 0, 0.00599038, 19, 1, 1, 11, 0, 0, 1, 0, 0.0296222, 19, 0, 2, 11, 0, 0, 0, 0, 0.0139309, 19, 0, 2, 11, 0, 0, 0, 2, 0.0149224, 19, 0, 0, 13, 0, 0, 0, 0, 0.00331348, 19, 0, 0, 13, 0, 0, 0, 0, 0.00574649, 19, 0, 0, 13, 0, 0, 0, 0, 0.00216521, 19, 0, 0, 13, 0, 0, 0, 0, 0.00412756, 19, 0, 0, 13, 0, 0, 0, 0, 0.00185926, 19, 0, 0, 13, 0, 0, 0, 0, 0.000258719, 19, 0, 0, 13, 0, 0, 0, 0, 3.20109e-05, 19, 0, 0, 13, 0, 0, 0, 0, 5.81702e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 109000,51
-1.62158,-0.218134,0.677847,0.260034,0.177387,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0771327, 29, 1, 1, 1, 0, 1, 1, 1, 0.0423014, 28, 1, 1, 2, 0, 3, 1, 1, 0.0122733, 25, 3, 1, 3, 0, 1, 3, 1, 0.0183533, 24, 1, 3, 4, 0, 0, 0, 0, 0.0183533, 24, 1, 3, 4, 0, 1, 0, 1, 0.0764792, 23, 2, 2, 5, 0, 0, 1, 1, 0.0662807, 23, 1, 2, 6, 0, 1, 0, 2, 0.0403126, 22, 2, 0, 8, 0, 1, 1, 0, 0.00119512, 21, 2, 1, 8, 0, 1, 2, 1, 0.0152498, 20, 1, 2, 9, 0, 0, 1, 1, 0.0598784, 20, 0, 2, 10, 0, 1, 0, 1, 0.0363697, 19, 1, 1, 11, 0, 0, 0, 0, 0.00706067, 19, 1, 1, 11, 0, 0, 1, 0, 0.0332444, 19, 0, 2, 11, 0, 0, 0, 0, 0.0158664, 19, 0, 2, 11, 0, 0, 0, 2, 0.0167627, 19, 0, 0, 13, 0, 0, 0, 0, 0.00292592, 19, 0, 0, 13, 0, 0, 0, 0, 0.00482357, 19, 0, 0, 13, 0, 0, 0, 0, 0.00177128, 19, 0, 0, 13, 0, 0, 0, 0, 0.00297389, 19, 0, 0, 13, 0, 0, 0, 0, 0.00117909, 19, 0, 0, 13, 0, 0, 0, 0, 0.000144408, 19, 0, 0, 13, 0, 0, 0, 0, 1.74171e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.64808e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 110000,51
-1.92857,-0.176676,0.503513,0.25984,0.188227,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.057341, 29, 1, 1, 1, 0, 1, 1, 0, 0.0312963, 28, 1, 2, 1, 0, 3, 1, 1, 0.0180054, 25, 3, 2, 2, 0, 1, 3, 1, 0.0268861, 24, 1, 4, 3, 0, 0, 0, 0, 0.0180054, 24, 1, 4, 3, 0, 1, 0, 1, 0.0728733, 23, 2, 3, 4, 0, 0, 1, 1, 0.0693477, 23, 1, 3, 5, 0, 1, 0, 2, 0.0422052, 22, 2, 1, 7, 0, 1, 1, 0, 0.00969093, 21, 2, 2, 7, 0, 1, 2, 1, 0.0196236, 20, 1, 3, 8, 0, 0, 1, 1, 0.065866, 20, 0, 3, 9, 0, 1, 0, 1, 0.0400569, 19, 1, 2, 10, 0, 0, 0, 1, 0.00953684, 19, 1, 1, 11, 0, 0, 1, 0, 0.0228824, 19, 0, 2, 11, 0, 0, 0, 0, 0.0110151, 19, 0, 2, 11, 0, 0, 0, 2, 0.0115074, 19, 0, 0, 13, 0, 0, 0, 0, 0.0016676, 19, 0, 0, 13, 0, 0, 0, 0, 0.00298769, 19, 0, 0, 13, 0, 0, 0, 0, 0.00114286, 19, 0, 0, 13, 0, 0, 0, 0, 0.00236076, 19, 0, 0, 13, 0, 0, 0, 0, 0.00115125, 19, 0, 0, 13, 0, 0, 0, 0, 0.00017347, 19, 0, 0, 13, 0, 0, 0, 0, 2.18082e-05, 19, 0, 0, 13, 0, 0, 0, 0, 4.43206e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 111000,51
-2.0636,-0.0806707,0.910671,0.259309,0.232827,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0502839, 29, 1, 1, 1, 0, 1, 1, 0, 0.0273981, 28, 1, 2, 1, 0, 3, 1, 1, 0.0157492, 25, 3, 2, 2, 0, 1, 3, 1, 0.0235305, 24, 1, 4, 3, 0, 0, 0, 0, 0.0157492, 24, 1, 4, 3, 0, 1, 0, 2, 0.0659437, 23, 2, 2, 5, 0, 0, 1, 1, 0.0445634, 23, 1, 2, 6, 0, 1, 0, 2, 0.0269815, 22, 2, 0, 8, 0, 1, 1, 0, 0.00103207, 21, 2, 1, 8, 0, 1, 2, 1, 0.010488, 20, 1, 2, 9, 0, 0, 1, 1, 0.0389091, 20, 0, 2, 10, 0, 1, 0, 0, 0.0235305, 19, 1, 2, 10, 0, 0, 0, 1, 0.00868606, 19, 1, 1, 11, 0, 0, 1, 0, 0.0234624, 19, 0, 2, 11, 0, 0, 0, 0, 0.011023, 19, 0, 2, 11, 0, 0, 0, 2, 0.0118008, 19, 0, 0, 13, 0, 0, 0, 0, 0.00289888, 19, 0, 0, 13, 0, 0, 0, 0, 0.00628651, 19, 0, 0, 13, 0, 0, 0, 0, 0.00264945, 19, 0, 0, 13, 0, 0, 0, 0, 0.00882276, 19, 0, 0, 13, 0, 0, 0, 0, 0.00695571, 19, 0, 0, 13, 0, 0, 0, 0, 0.00169748, 19, 0, 0, 13, 0, 0, 0, 0, 0.00023506, 19, 0, 0, 13, 0, 0, 0, 0, 0.000935148, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 112000,52
-1.98297,-0.190715,0.770858,0.193373,0.188181,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0543893, 29, 1, 1, 1, 0, 1, 1, 0, 0.0296642, 28, 1, 2, 1, 0, 3, 1, 1, 0.0170603, 25, 3, 2, 2, 0, 1, 3, 1, 0.025481, 24, 1, 4, 3, 0, 0, 0, 0, 0.0170603, 24, 1, 4, 3, 0, 1, 0, 2, 0.070549, 23, 2, 2, 5, 0, 0, 1, 1, 0.0472786, 23, 1, 2, 6, 0, 1, 0, 2, 0.0286415, 22, 2, 0, 8, 0, 1, 1, 0, 0.000947017, 21, 2, 1, 8, 0, 1, 2, 1, 0.0109347, 20, 1, 2, 9, 0, 0, 1, 1, 0.0421065, 20, 0, 2, 10, 0, 1, 0, 0, 0.025481, 19, 1, 2, 10, 0, 0, 0, 1, 0.00928227, 19, 1, 1, 11, 0, 0, 1, 0, 0.0241304, 19, 0, 2, 11, 0, 0, 0, 0, 0.0114255, 19, 0, 2, 11, 0, 0, 0, 2, 0.0121389, 19, 0, 0, 13, 0, 0, 0, 0, 0.0023833, 19, 0, 0, 13, 0, 0, 0, 0, 0.00415078, 19, 0, 0, 13, 0, 0, 0, 0, 0.00156622, 19, 0, 0, 13, 0, 0, 0, 0, 0.00301561, 19, 0, 0, 13, 0, 0, 0, 0, 0.00137121, 19, 0, 0, 13, 0, 0, 0, 0, 0.000192626, 19, 0, 0, 13, 0, 0, 0, 0, 2.38791e-05, 19, 0, 0, 13, 0, 0, 0, 0, 4.3987e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 113000,52
-1.5614,-0.217702,0.484372,0.224845,0.224285,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0817154, 29, 1, 1, 1, 0, 1, 1, 0, 0.0448651, 28, 1, 2, 1, 0, 3, 1, 1, 0.0258891, 25, 3, 2, 2, 0, 1, 3, 1, 0.0385812, 24, 1, 4, 3, 0, 0, 0, 0, 0.0258891, 24, 1, 4, 3, 0, 1, 0, 2, 0.103332, 23, 2, 2, 5, 0, 0, 1, 1, 0.0683156, 23, 1, 2, 6, 0, 1, 0, 2, 0.041568, 22, 2, 0, 8, 0, 1, 1, 0, 0.000907099, 21, 2, 1, 8, 0, 1, 2, 1, 0.0152874, 20, 1, 2, 9, 0, 0, 1, 1, 0.0634715, 20, 0, 2, 10, 0, 1, 0, 0, 0.0385812, 19, 1, 2, 10, 0, 0, 0, 1, 0.0137116, 19, 1, 1, 11, 0, 0, 1, 0, 0.0326012, 19, 0, 2, 11, 0, 0, 0, 0, 0.0157554, 19, 0, 2, 11, 0, 0, 0, 2, 0.0164357, 19, 0, 0, 13, 0, 0, 0, 0, 0.0022222, 19, 0, 0, 13, 0, 0, 0, 0, 0.00366743, 19, 0, 0, 13, 0, 0, 0, 0, 0.00134682, 19, 0, 0, 13, 0, 0, 0, 0, 0.00226644, 19, 0, 0, 13, 0, 0, 0, 0, 0.000900346, 19, 0, 0, 13, 0, 0, 0, 0, 0.000110494, 19, 0, 0, 13, 0, 0, 0, 0, 1.33322e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.03316e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 114000,53
-1.71168,-0.146771,0.781719,0.238443,0.190014,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0707278, 29, 1, 1, 1, 0, 1, 1, 0, 0.0387282, 28, 1, 2, 1, 0, 3, 1, 1, 0.0223175, 25, 3, 2, 2, 0, 1, 3, 1, 0.0332888, 24, 1, 4, 3, 0, 0, 0, 0, 0.0223175, 24, 1, 4, 3, 0, 1, 0, 2, 0.0915746, 23, 2, 2, 5, 0, 0, 1, 1, 0.0616453, 23, 1, 2, 6, 0, 1, 0, 2, 0.0374568, 22, 2, 0, 8, 0, 1, 1, 0, 0.00125947, 21, 2, 1, 8, 0, 1, 2, 1, 0.0143617, 20, 1, 2, 9, 0, 0, 1, 1, 0.0548634, 20, 0, 2, 10, 0, 1, 0, 0, 0.0332888, 19, 1, 2, 10, 0, 0, 0, 1, 0.0121707, 19, 1, 1, 11, 0, 0, 1, 0, 0.0316603, 19, 0, 2, 11, 0, 0, 0, 0, 0.0150121, 19, 0, 2, 11, 0, 0, 0, 2, 0.0159575, 19, 0, 0, 13, 0, 0, 0, 0, 0.003311, 19, 0, 0, 13, 0, 0, 0, 0, 0.00629237, 19, 0, 0, 13, 0, 0, 0, 0, 0.00248251, 19, 0, 0, 13, 0, 0, 0, 0, 0.00594836, 19, 0, 0, 13, 0, 0, 0, 0, 0.00337096, 19, 0, 0, 13, 0, 0, 0, 0, 0.000590393, 19, 0, 0, 13, 0, 0, 0, 0, 7.64896e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0.000191639, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 115000,53
