BetaP_SE_0, BetaP_SE_1, rho_0,gamma_ei,gamma_ir,S0_0, E0_0, I0_0, R0_0, S_0_0, E_0_0, I_0_0, R_0_0, S_star_0_0, E_star_0_0, I_star_0_0, R_star_0_0, P_SE_0_0, S_0_1, E_0_1, I_0_1, R_0_1, S_star_0_1, E_star_0_1, I_star_0_1, R_star_0_1, P_SE_0_1, S_0_2, E_0_2, I_0_2, R_0_2, S_star_0_2, E_star_0_2, I_star_0_2, R_star_0_2, P_SE_0_2, S_0_3, E_0_3, I_0_3, R_0_3, S_star_0_3, E_star_0_3, I_star_0_3, R_star_0_3, P_SE_0_3, S_0_4, E_0_4, I_0_4, R_0_4, S_star_0_4, E_star_0_4, I_star_0_4, R_star_0_4, P_SE_0_4, S_0_5, E_0_5, I_0_5, R_0_5, S_star_0_5, E_star_0_5, I_star_0_5, R_star_0_5, P_SE_0_5, S_0_6, E_0_6, I_0_6, R_0_6, S_star_0_6, E_star_0_6, I_star_0_6, R_star_0_6, P_SE_0_6, S_0_7, E_0_7, I_0_7, R_0_7, S_star_0_7, E_star_0_7, I_star_0_7, R_star_0_7, P_SE_0_7, S_0_8, E_0_8, I_0_8, R_0_8, S_star_0_8, E_star_0_8, I_star_0_8, R_star_0_8, P_SE_0_8, S_0_9, E_0_9, I_0_9, R_0_9, S_star_0_9, E_star_0_9, I_star_0_9, R_star_0_9, P_SE_0_9, S_0_10, E_0_10, I_0_10, R_0_10, S_star_0_10, E_star_0_10, I_star_0_10, R_star_0_10, P_SE_0_10, S_0_11, E_0_11, I_0_11, R_0_11, S_star_0_11, E_star_0_11, I_star_0_11, R_star_0_11, P_SE_0_11, S_0_12, E_0_12, I_0_12, R_0_12, S_star_0_12, E_star_0_12, I_star_0_12, R_star_0_12, P_SE_0_12, S_0_13, E_0_13, I_0_13, R_0_13, S_star_0_13, E_star_0_13, I_star_0_13, R_star_0_13, P_SE_0_13, S_0_14, E_0_14, I_0_14, R_0_14, S_star_0_14, E_star_0_14, I_star_0_14, R_star_0_14, P_SE_0_14, S_0_15, E_0_15, I_0_15, R_0_15, S_star_0_15, E_star_0_15, I_star_0_15, R_star_0_15, P_SE_0_15, S_0_16, E_0_16, I_0_16, R_0_16, S_star_0_16, E_star_0_16, I_star_0_16, R_star_0_16, P_SE_0_16, S_0_17, E_0_17, I_0_17, R_0_17, S_star_0_17, E_star_0_17, I_star_0_17, R_star_0_17, P_SE_0_17, S_0_18, E_0_18, I_0_18, R_0_18, S_star_0_18, E_star_0_18, I_star_0_18, R_star_0_18, P_SE_0_18, S_0_19, E_0_19, I_0_19, R_0_19, S_star_0_19, E_star_0_19, I_star_0_19, R_star_0_19, P_SE_0_19, S_0_20, E_0_20, I_0_20, R_0_20, S_star_0_20, E_star_0_20, I_star_0_20, R_star_0_20, P_SE_0_20, S_0_21, E_0_21, I_0_21, R_0_21, S_star_0_21, E_star_0_21, I_star_0_21, R_star_0_21, P_SE_0_21, S_0_22, E_0_22, I_0_22, R_0_22, S_star_0_22, E_star_0_22, I_star_0_22, R_star_0_22, P_SE_0_22, S_0_23, E_0_23, I_0_23, R_0_23, S_star_0_23, E_star_0_23, I_star_0_23, R_star_0_23, P_SE_0_23, S_0_24, E_0_24, I_0_24, R_0_24, S_star_0_24, E_star_0_24, I_star_0_24, R_star_0_24, P_SE_0_24, S_0_25, E_0_25, I_0_25, R_0_25, S_star_0_25, E_star_0_25, I_star_0_25, R_star_0_25, P_SE_0_25, S_0_26, E_0_26, I_0_26, R_0_26, S_star_0_26, E_star_0_26, I_star_0_26, R_star_0_26, P_SE_0_26, Iteration,Time
-1.8583,-0.170297,0.422783,0.241913,0.144441,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0613848, 29, 1, 1, 1, 0, 2, 1, 0, 0.0335362, 27, 2, 2, 1, 0, 2, 1, 1, 0.0193035, 25, 3, 2, 2, 0, 0, 3, 1, 0.028815, 25, 0, 4, 3, 0, 0, 0, 0, 0.0193035, 25, 0, 4, 3, 0, 1, 0, 1, 0.0774925, 24, 1, 3, 4, 0, 0, 1, 2, 0.0767204, 24, 0, 2, 6, 0, 2, 0, 0, 0.0307731, 22, 2, 2, 6, 0, 2, 1, 0, 0.0198806, 20, 3, 3, 6, 0, 0, 2, 0, 0.0302568, 20, 1, 5, 6, 0, 0, 1, 3, 0.116681, 20, 0, 3, 9, 0, 1, 0, 1, 0.0441965, 19, 1, 2, 10, 0, 0, 0, 1, 0.0101428, 19, 1, 1, 11, 0, 0, 1, 1, 0.0236919, 19, 0, 1, 12, 0, 0, 0, 0, 0.00664483, 19, 0, 1, 12, 0, 0, 0, 0, 0.00709024, 19, 0, 1, 12, 0, 0, 0, 0, 0.00654718, 19, 0, 1, 12, 0, 0, 0, 1, 0.00989082, 19, 0, 0, 13, 0, 0, 0, 0, 0.00187313, 19, 0, 0, 13, 0, 0, 0, 0, 0.00418321, 19, 0, 0, 13, 0, 0, 0, 0, 0.00175307, 19, 0, 0, 13, 0, 0, 0, 0, 0.000352762, 19, 0, 0, 13, 0, 0, 0, 0, 5.95137e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0.00012647, 19, 0, 0, 13, 0, 0, 0, 0, 9.59927e-06, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 138000,75
-2.16919,-0.125725,0.897211,0.234118,0.184713,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.045361, 29, 1, 1, 1, 0, 2, 1, 0, 0.0246867, 27, 2, 2, 1, 0, 2, 1, 1, 0.0141822, 25, 3, 2, 2, 0, 0, 3, 1, 0.0211977, 25, 0, 4, 3, 0, 0, 0, 0, 0.0141822, 25, 0, 4, 3, 0, 1, 0, 1, 0.0594773, 24, 1, 3, 4, 0, 0, 1, 2, 0.0620189, 24, 0, 2, 6, 0, 2, 0, 1, 0.0273223, 22, 2, 1, 7, 0, 2, 1, 0, 0.0100982, 20, 3, 2, 7, 0, 0, 2, 0, 0.0164571, 20, 1, 4, 7, 0, 0, 1, 3, 0.0721691, 20, 0, 2, 10, 0, 1, 0, 0, 0.0232435, 19, 1, 2, 10, 0, 0, 0, 1, 0.00780865, 19, 1, 1, 11, 0, 0, 1, 1, 0.0210338, 19, 0, 1, 12, 0, 0, 0, 0, 0.00564725, 19, 0, 1, 12, 0, 0, 0, 0, 0.00634051, 19, 0, 1, 12, 0, 0, 0, 0, 0.0065105, 19, 0, 1, 12, 0, 0, 0, 1, 0.00831193, 19, 0, 0, 13, 0, 0, 0, 0, 0.00242723, 19, 0, 0, 13, 0, 0, 0, 0, 0.00813425, 19, 0, 0, 13, 0, 0, 0, 0, 0.0032876, 19, 0, 0, 13, 0, 0, 0, 0, 0.000319872, 19, 0, 0, 13, 0, 0, 0, 0, 0.000141053, 19, 0, 0, 13, 0, 0, 0, 0, 0.00040946, 19, 0, 0, 13, 0, 0, 0, 0, 0.000169845, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 139000,76
-1.91183,-0.211702,0.347857,0.345634,0.134611,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0582805, 29, 1, 1, 1, 0, 2, 1, 0, 0.0318163, 27, 2, 2, 1, 0, 2, 1, 1, 0.0183066, 25, 3, 2, 2, 0, 0, 3, 1, 0.0273338, 25, 0, 4, 3, 0, 0, 0, 0, 0.0183066, 25, 0, 4, 3, 0, 1, 0, 1, 0.0731871, 24, 1, 3, 4, 0, 0, 1, 2, 0.0718227, 24, 0, 2, 6, 0, 2, 0, 1, 0.0303909, 22, 2, 1, 7, 0, 2, 1, 0, 0.0117265, 20, 3, 2, 7, 0, 0, 2, 0, 0.0204717, 20, 1, 4, 7, 0, 0, 1, 3, 0.0922201, 20, 0, 2, 10, 0, 1, 0, 0, 0.0298821, 19, 1, 2, 10, 0, 0, 0, 1, 0.0100616, 19, 1, 1, 11, 0, 0, 1, 1, 0.0237852, 19, 0, 1, 12, 0, 0, 0, 0, 0.0061739, 19, 0, 1, 12, 0, 0, 0, 0, 0.00600008, 19, 0, 1, 12, 0, 0, 0, 0, 0.00528049, 19, 0, 1, 12, 0, 0, 0, 1, 0.0073166, 19, 0, 0, 13, 0, 0, 0, 0, 0.00131316, 19, 0, 0, 13, 0, 0, 0, 0, 0.00266636, 19, 0, 0, 13, 0, 0, 0, 0, 0.00076613, 19, 0, 0, 13, 0, 0, 0, 0, 0.000125288, 19, 0, 0, 13, 0, 0, 0, 0, 2.02778e-05, 19, 0, 0, 13, 0, 0, 0, 0, 3.225e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.74777e-06, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 140000,88
-1.97206,-0.235964,0.63387,0.305049,0.13261,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.054969, 29, 1, 1, 1, 0, 2, 1, 0, 0.0299846, 27, 2, 2, 1, 0, 2, 1, 1, 0.0172457, 25, 3, 2, 2, 0, 0, 3, 1, 0.0257567, 25, 0, 4, 3, 0, 0, 0, 0, 0.0172457, 25, 0, 4, 3, 0, 1, 0, 1, 0.0705714, 24, 1, 3, 4, 0, 0, 1, 2, 0.0715485, 24, 0, 2, 6, 0, 2, 0, 1, 0.0310044, 22, 2, 1, 7, 0, 2, 1, 0, 0.0112226, 20, 3, 2, 7, 0, 0, 2, 0, 0.0191973, 20, 1, 4, 7, 0, 0, 1, 3, 0.0860518, 20, 0, 2, 10, 0, 1, 0, 0, 0.0275091, 19, 1, 2, 10, 0, 0, 0, 1, 0.00925509, 19, 1, 1, 11, 0, 0, 1, 0, 0.0231256, 19, 0, 2, 11, 0, 0, 0, 0, 0.0104435, 19, 0, 2, 11, 0, 0, 0, 1, 0.0110371, 19, 0, 1, 12, 0, 0, 0, 0, 0.00602352, 19, 0, 1, 12, 0, 0, 0, 1, 0.00815775, 19, 0, 0, 13, 0, 0, 0, 0, 0.00169423, 19, 0, 0, 13, 0, 0, 0, 0, 0.00260229, 19, 0, 0, 13, 0, 0, 0, 0, 0.000842841, 19, 0, 0, 13, 0, 0, 0, 0, 0.00010697, 19, 0, 0, 13, 0, 0, 0, 0, 8.03074e-06, 19, 0, 0, 13, 0, 0, 0, 0, 1.07772e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 141000,89
-2.09479,-0.0859966,0.687516,0.237754,0.102898,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0487782, 29, 1, 1, 1, 0, 2, 1, 0, 0.0265681, 27, 2, 2, 1, 0, 2, 1, 1, 0.0152693, 25, 3, 2, 2, 0, 0, 3, 1, 0.0228163, 25, 0, 4, 3, 0, 0, 0, 0, 0.0152693, 25, 0, 4, 3, 0, 1, 0, 1, 0.062935, 24, 1, 3, 4, 0, 0, 1, 1, 0.0641849, 24, 0, 3, 5, 0, 2, 0, 1, 0.0390207, 22, 2, 2, 6, 0, 2, 1, 0, 0.0194063, 20, 3, 3, 6, 0, 0, 2, 0, 0.0263612, 20, 1, 5, 6, 0, 0, 1, 3, 0.0982029, 20, 0, 3, 9, 0, 1, 0, 0, 0.0381905, 19, 1, 3, 9, 0, 0, 0, 1, 0.0128957, 19, 1, 2, 10, 0, 0, 1, 0, 0.0391968, 19, 0, 3, 10, 0, 0, 0, 0, 0.0131798, 19, 0, 3, 10, 0, 0, 0, 1, 0.0137478, 19, 0, 2, 11, 0, 0, 0, 0, 0.00939244, 19, 0, 2, 11, 0, 0, 0, 1, 0.016733, 19, 0, 1, 12, 0, 0, 0, 0, 0.00587765, 19, 0, 1, 12, 0, 0, 0, 0, 0.0189914, 19, 0, 1, 12, 0, 0, 0, 0, 0.0121637, 19, 0, 1, 12, 0, 0, 0, 0, 0.00598286, 19, 0, 1, 12, 0, 0, 0, 0, 0.00115215, 19, 0, 1, 12, 0, 0, 0, 0, 0.00441026, 19, 0, 1, 12, 0, 0, 0, 0, 0.002094, 19, 0, 1, 12, 0, 0, 0, 0, 0.000969791, 19, 0, 1, 12, 0, 0, 0, 1, 0.000433913, 142000,90
-1.90643,-0.158376,0.654468,0.30274,0.14629,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0585863, 29, 1, 1, 1, 0, 2, 1, 0, 0.0319856, 27, 2, 2, 1, 0, 2, 1, 2, 0.0184047, 25, 3, 1, 3, 0, 0, 3, 1, 0.0138355, 25, 0, 3, 4, 0, 0, 0, 0, 0.0138355, 25, 0, 3, 4, 0, 1, 0, 1, 0.0579513, 24, 1, 2, 5, 0, 0, 1, 1, 0.0548059, 24, 0, 2, 6, 0, 2, 0, 0, 0.0303709, 22, 2, 2, 6, 0, 2, 1, 1, 0.0192567, 20, 3, 2, 7, 0, 0, 2, 0, 0.0205537, 20, 1, 4, 7, 0, 0, 1, 3, 0.0917077, 20, 0, 2, 10, 0, 1, 0, 0, 0.0274796, 19, 1, 2, 10, 0, 0, 0, 1, 0.00990038, 19, 1, 1, 11, 0, 0, 1, 0, 0.0248778, 19, 0, 2, 11, 0, 0, 0, 0, 0.0102279, 19, 0, 2, 11, 0, 0, 0, 1, 0.0108825, 19, 0, 1, 12, 0, 0, 0, 0, 0.00620339, 19, 0, 1, 12, 0, 0, 0, 0, 0.00992646, 19, 0, 1, 12, 0, 0, 0, 0, 0.00447781, 19, 0, 1, 12, 0, 0, 0, 0, 0.0112936, 19, 0, 1, 12, 0, 0, 0, 0, 0.0048928, 19, 0, 1, 12, 0, 0, 0, 0, 0.00168812, 19, 0, 1, 12, 0, 0, 0, 0, 0.00033015, 19, 0, 1, 12, 0, 0, 0, 1, 0.000666036, 19, 0, 0, 13, 0, 0, 0, 0, 4.95557e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 143000,91
-1.36916,-0.264243,0.214806,0.268881,0.137189,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.09816, 29, 1, 1, 1, 0, 2, 1, 0, 0.0541136, 27, 2, 2, 1, 0, 2, 1, 2, 0.0312902, 25, 3, 1, 3, 0, 0, 3, 0, 0.0235607, 25, 0, 4, 3, 0, 0, 0, 1, 0.0312902, 25, 0, 3, 4, 0, 1, 0, 0, 0.0929887, 24, 1, 3, 4, 0, 0, 1, 2, 0.114852, 24, 0, 2, 6, 0, 2, 0, 0, 0.0481593, 22, 2, 2, 6, 0, 2, 1, 1, 0.0317626, 20, 3, 2, 7, 0, 0, 2, 0, 0.032482, 20, 1, 4, 7, 0, 0, 1, 3, 0.148545, 20, 0, 2, 10, 0, 1, 0, 0, 0.0465662, 19, 1, 2, 10, 0, 0, 0, 1, 0.0161351, 19, 1, 1, 11, 0, 0, 1, 0, 0.0348836, 19, 0, 2, 11, 0, 0, 0, 0, 0.0163179, 19, 0, 2, 11, 0, 0, 0, 0, 0.0166834, 19, 0, 2, 11, 0, 0, 0, 0, 0.0132567, 19, 0, 2, 11, 0, 0, 0, 0, 0.0159769, 19, 0, 2, 11, 0, 0, 0, 0, 0.00644061, 19, 0, 2, 11, 0, 0, 0, 1, 0.00883906, 19, 0, 1, 12, 0, 0, 0, 1, 0.00142309, 19, 0, 0, 13, 0, 0, 0, 0, 3.06614e-05, 19, 0, 0, 13, 0, 0, 0, 0, 7.53335e-06, 19, 0, 0, 13, 0, 0, 0, 0, 8.29416e-06, 19, 0, 0, 13, 0, 0, 0, 0, 4.89205e-07, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 144000,92
-1.71357,-0.164359,0.500838,0.291151,0.165076,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0705991, 29, 1, 1, 1, 0, 2, 1, 0, 0.0386565, 27, 2, 2, 1, 0, 2, 1, 2, 0.0222759, 25, 3, 1, 3, 0, 0, 3, 0, 0.0167539, 25, 0, 4, 3, 0, 0, 0, 1, 0.0222759, 25, 0, 3, 4, 0, 1, 0, 0, 0.068787, 24, 1, 3, 4, 0, 0, 1, 2, 0.0852314, 24, 0, 2, 6, 0, 2, 0, 1, 0.0358946, 22, 2, 1, 7, 0, 2, 1, 1, 0.0119972, 20, 3, 1, 8, 0, 0, 2, 0, 0.0132098, 20, 1, 3, 8, 0, 0, 1, 3, 0.0838261, 20, 0, 1, 11, 0, 1, 0, 0, 0.0167539, 19, 1, 1, 11, 0, 0, 0, 0, 0.00622649, 19, 1, 1, 11, 0, 0, 1, 0, 0.0282609, 19, 0, 2, 11, 0, 0, 0, 0, 0.012111, 19, 0, 2, 11, 0, 0, 0, 0, 0.0127174, 19, 0, 2, 11, 0, 0, 0, 0, 0.011573, 19, 0, 2, 11, 0, 0, 0, 0, 0.017434, 19, 0, 2, 11, 0, 0, 0, 0, 0.008114, 19, 0, 2, 11, 0, 0, 0, 1, 0.0187795, 19, 0, 1, 12, 0, 0, 0, 1, 0.00575404, 19, 0, 0, 13, 0, 0, 0, 0, 0.000540594, 19, 0, 0, 13, 0, 0, 0, 0, 0.000103221, 19, 0, 0, 13, 0, 0, 0, 0, 0.000152441, 19, 0, 0, 13, 0, 0, 0, 0, 2.41233e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 145000,93
-1.83887,-0.256667,0.843404,0.255475,0.146077,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0625506, 29, 1, 1, 1, 0, 2, 1, 0, 0.0341827, 27, 2, 2, 1, 0, 2, 1, 2, 0.0196784, 25, 3, 1, 3, 0, 0, 3, 0, 0.0147954, 25, 0, 4, 3, 0, 0, 0, 1, 0.0196784, 25, 0, 3, 4, 0, 1, 0, 0, 0.0630237, 24, 1, 3, 4, 0, 0, 1, 1, 0.0781489, 24, 0, 3, 5, 0, 2, 0, 1, 0.0476503, 22, 2, 2, 6, 0, 2, 1, 1, 0.0235275, 20, 3, 2, 7, 0, 0, 2, 0, 0.0253074, 20, 1, 4, 7, 0, 0, 1, 3, 0.0987155, 20, 0, 2, 10, 0, 1, 0, 0, 0.0293719, 19, 1, 2, 10, 0, 0, 0, 0, 0.0107909, 19, 1, 2, 10, 0, 0, 1, 0, 0.0476966, 19, 0, 3, 10, 0, 0, 0, 0, 0.017488, 19, 0, 3, 10, 0, 0, 0, 0, 0.0170397, 19, 0, 3, 10, 0, 0, 0, 0, 0.014252, 19, 0, 3, 10, 0, 0, 0, 0, 0.0179529, 19, 0, 3, 10, 0, 0, 0, 0, 0.00768241, 19, 0, 3, 10, 0, 0, 0, 1, 0.0113003, 19, 0, 2, 11, 0, 0, 0, 2, 0.00237945, 19, 0, 0, 13, 0, 0, 0, 0, 0.000189065, 19, 0, 0, 13, 0, 0, 0, 0, 2.59996e-05, 19, 0, 0, 13, 0, 0, 0, 0, 3.01842e-05, 19, 0, 0, 13, 0, 0, 0, 0, 3.4525e-06, 19, 0, 0, 13, 0, 0, 0, 0, 1.7178e-07, 19, 0, 0, 13, 0, 0, 0, 0, 2.84898e-08, 146000,95
-2.13919,-0.144628,0.614531,0.214564,0.109983,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0467101, 29, 1, 1, 1, 0, 2, 1, 0, 0.0254291, 27, 2, 2, 1, 0, 2, 1, 2, 0.014611, 25, 3, 1, 3, 0, 0, 3, 0, 0.0109784, 25, 0, 4, 3, 0, 0, 0, 1, 0.014611, 25, 0, 3, 4, 0, 1, 0, 0, 0.0460176, 24, 1, 3, 4, 0, 0, 1, 1, 0.0571872, 24, 0, 3, 5, 0, 2, 0, 1, 0.0347156, 22, 2, 2, 6, 0, 2, 1, 1, 0.0152475, 20, 3, 2, 7, 0, 0, 2, 1, 0.0162165, 20, 1, 3, 8, 0, 0, 1, 3, 0.0560263, 20, 0, 1, 11, 0, 1, 0, 0, 0.0109784, 19, 1, 1, 11, 0, 0, 0, 0, 0.00416327, 19, 1, 1, 11, 0, 0, 1, 0, 0.0194498, 19, 0, 2, 11, 0, 0, 0, 0, 0.00879726, 19, 0, 2, 11, 0, 0, 0, 0, 0.00928507, 19, 0, 2, 11, 0, 0, 0, 0, 0.00867343, 19, 0, 2, 11, 0, 0, 0, 0, 0.0136573, 19, 0, 2, 11, 0, 0, 0, 0, 0.0062494, 19, 0, 2, 11, 0, 0, 0, 1, 0.0141045, 19, 0, 1, 12, 0, 0, 0, 1, 0.00388028, 19, 0, 0, 13, 0, 0, 0, 0, 0.000157656, 19, 0, 0, 13, 0, 0, 0, 0, 6.82164e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0.000173494, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 147000,96
-2.03813,-0.179451,0.925084,0.371178,0.167835,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0515471, 29, 1, 1, 1, 0, 2, 1, 0, 0.0280949, 27, 2, 2, 1, 0, 2, 1, 2, 0.0161522, 25, 3, 1, 3, 0, 0, 3, 0, 0.0121388, 25, 0, 4, 3, 0, 0, 0, 1, 0.0161522, 25, 0, 3, 4, 0, 1, 0, 0, 0.052351, 24, 1, 3, 4, 0, 1, 1, 2, 0.0650048, 23, 1, 2, 6, 0, 1, 0, 0, 0.0277237, 22, 2, 2, 6, 0, 2, 1, 1, 0.0196244, 20, 3, 2, 7, 0, 0, 2, 1, 0.0212305, 20, 1, 3, 8, 0, 0, 1, 3, 0.0688295, 20, 0, 1, 11, 0, 1, 0, 0, 0.0157764, 19, 1, 1, 11, 0, 0, 0, 0, 0.00610186, 19, 1, 1, 11, 0, 0, 1, 0, 0.024185, 19, 0, 2, 11, 0, 0, 0, 0, 0.0113563, 19, 0, 2, 11, 0, 0, 0, 0, 0.0121665, 19, 0, 2, 11, 0, 0, 0, 0, 0.0111948, 19, 0, 2, 11, 0, 0, 0, 0, 0.0166438, 19, 0, 2, 11, 0, 0, 0, 0, 0.00744793, 19, 0, 2, 11, 0, 0, 0, 1, 0.0139183, 19, 0, 1, 12, 0, 0, 0, 0, 0.00433134, 19, 0, 1, 12, 0, 0, 0, 0, 0.001296, 19, 0, 1, 12, 0, 0, 0, 0, 0.000194094, 19, 0, 1, 12, 0, 0, 0, 1, 0.000386835, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 148000,97
-1.49259,-0.17195,0.315805,0.306001,0.121724,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.0872753, 29, 1, 1, 1, 0, 2, 1, 0, 0.0479834, 27, 2, 2, 1, 0, 2, 1, 2, 0.0277077, 25, 3, 1, 3, 0, 0, 3, 0, 0.0208536, 25, 0, 4, 3, 0, 0, 0, 1, 0.0277077, 25, 0, 3, 4, 0, 1, 0, 0, 0.0835006, 24, 1, 3, 4, 0, 1, 1, 2, 0.106505, 23, 1, 2, 6, 0, 1, 0, 0, 0.0454302, 22, 2, 2, 6, 0, 2, 1, 1, 0.0297305, 20, 3, 2, 7, 0, 0, 2, 1, 0.0306672, 20, 1, 3, 8, 0, 0, 1, 3, 0.105425, 20, 0, 1, 11, 0, 1, 0, 0, 0.0229791, 19, 1, 1, 11, 0, 0, 0, 0, 0.00819821, 19, 1, 1, 11, 0, 0, 1, 0, 0.0351914, 19, 0, 2, 11, 0, 0, 0, 1, 0.0165667, 19, 0, 1, 12, 0, 0, 0, 0, 0.0101122, 19, 0, 1, 12, 0, 0, 0, 0, 0.00852154, 19, 0, 1, 12, 0, 0, 0, 0, 0.0126914, 19, 0, 1, 12, 0, 0, 0, 0, 0.00552142, 19, 0, 1, 12, 0, 0, 0, 1, 0.0116492, 19, 0, 0, 13, 0, 0, 0, 0, 0.00151878, 19, 0, 0, 13, 0, 0, 0, 0, 0.000428482, 19, 0, 0, 13, 0, 0, 0, 0, 8.52485e-05, 19, 0, 0, 13, 0, 0, 0, 0, 0.000179072, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 149000,98
-1.97354,-0.230386,0.744597,0.326629,0.139899,30, 1, 1, 0, 30, 1, 1, 0, 0, 1, 1, 1, 0.05489, 29, 1, 1, 1, 0, 2, 1, 0, 0.0299409, 27, 2, 2, 1, 0, 2, 1, 2, 0.0172204, 25, 3, 1, 3, 0, 0, 3, 0, 0.0129433, 25, 0, 4, 3, 0, 0, 0, 1, 0.0172204, 25, 0, 3, 4, 0, 1, 0, 0, 0.0547772, 24, 1, 3, 4, 0, 1, 1, 2, 0.0729034, 23, 1, 2, 6, 0, 1, 0, 0, 0.0318717, 22, 2, 2, 6, 0, 2, 1, 1, 0.0201992, 20, 3, 2, 7, 0, 0, 2, 1, 0.0195093, 20, 1, 3, 8, 0, 0, 1, 3, 0.0663546, 20, 0, 1, 11, 0, 1, 0, 1, 0.0129433, 19, 1, 0, 12, 0, 0, 0, 0, 0.000703643, 19, 1, 0, 12, 0, 0, 1, 0, 0.00701419, 19, 0, 1, 12, 0, 0, 0, 0, 0.00713261, 19, 0, 1, 12, 0, 0, 0, 0, 0.00783124, 19, 0, 1, 12, 0, 0, 0, 0, 0.00622481, 19, 0, 1, 12, 0, 0, 0, 0, 0.00861988, 19, 0, 1, 12, 0, 0, 0, 0, 0.00330667, 19, 0, 1, 12, 0, 0, 0, 0, 0.00588012, 19, 0, 1, 12, 0, 0, 0, 0, 0.00169914, 19, 0, 1, 12, 0, 0, 0, 0, 0.000412111, 19, 0, 1, 12, 0, 0, 0, 1, 6.0866e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.4493e-05, 19, 0, 0, 13, 0, 0, 0, 0, 2.92961e-06, 19, 0, 0, 13, 0, 0, 0, 0, 0, 19, 0, 0, 13, 0, 0, 0, 0, 0, 150000,99
